AC,ID,DE,TP
PF07671.14,DUF1601,Protein of unknown function (DUF1601),Family
PF07713.16,DUF1604,Protein of unknown function (DUF1604),Family
PF07753.14,DUF1609,Protein of unknown function (DUF1609),Family
PF07755.14,DUF1611,Domain of unknown function (DUF1611_C) P-loop domain,Domain
PF17396.5,DUF1611_N,Domain of unknown function (DUF1611_N) Rossmann-like domain,Domain
PF07756.15,DUF1612,Protein of unknown function (DUF1612),Family
PF07758.14,DUF1614,Protein of unknown function (DUF1614),Family
PF07759.15,DUF1615,Protein of unknown function (DUF1615),Family
PF07760.14,DUF1616,Protein of unknown function (DUF1616),Family
PF07761.15,DUF1617,Protein of unknown function (DUF1617),Family
PF07762.17,DUF1618,Protein of unknown function (DUF1618),Family
PF07784.14,DUF1622,Protein of unknown function (DUF1622),Family
PF07785.14,DUF1623,Protein of unknown function (DUF1623),Family
PF07789.15,DUF1627,Protein of unknown function (DUF1627),Family
PF07791.14,DUF1629,Protein of unknown function (DUF1629),Family
PF07793.14,DUF1631,Protein of unknown function (DUF1631),Family
PF07794.14,DUF1633,Protein of unknown function (DUF1633),Family
PF07843.14,DUF1634,Protein of unknown function (DUF1634),Family
PF07795.14,DUF1635,Protein of unknown function (DUF1635),Family
PF07845.14,DUF1636,Protein of unknown function (DUF1636),Family
PF07796.14,DUF1638,Protein of unknown function (DUF1638),Family
PF07797.17,DUF1639,Protein of unknown function (DUF1639),Family
PF07849.14,DUF1641,Protein of unknown function (DUF1641),Family
PF07852.14,DUF1642,Protein of unknown function (DUF1642),Family
PF07799.15,DUF1643,Protein of unknown function (DUF1643),Family
PF07800.15,DUF1644,Protein of unknown function (DUF1644),Family
PF07816.14,DUF1645,Protein of unknown function (DUF1645),Family
PF07854.15,DUF1646,Protein of unknown function (DUF1646),Family
PF07801.14,DUF1647,Protein of unknown function (DUF1647),Family
PF07853.14,DUF1648,Domain of unknown function (DUF1648),Domain
PF07864.14,DUF1651,Protein of unknown function (DUF1651),Family
PF07865.14,DUF1652,Protein of unknown function (DUF1652),Family
PF07866.14,DUF1653,Protein of unknown function (DUF1653),Family
PF07867.14,DUF1654,Protein of unknown function (DUF1654),Family
PF07868.14,DUF1655,Protein of unknown function (DUF1655),Family
PF07869.15,DUF1656,Protein of unknown function (DUF1656),Family
PF07870.14,DUF1657,Protein of unknown function (DUF1657),Family
PF07872.14,DUF1659,Protein of unknown function (DUF1659),Family
PF02593.17,DUF166,Domain of unknown function,Family
PF07874.14,DUF1660,Prophage protein (DUF1660),Family
PF07877.14,DUF1661,Protein of unknown function (DUF1661),Domain
PF07909.14,DUF1663,Protein of unknown function (DUF1663),Family
PF07889.15,DUF1664,Protein of unknown function (DUF1664),Coiled-coil
PF07891.15,DUF1666,Protein of unknown function (DUF1666),Family
PF07892.14,DUF1667,Protein of unknown function (DUF1667),Family
PF07893.16,DUF1668,Protein of unknown function (DUF1668),Repeat
PF02594.19,DUF167,"Uncharacterised ACR, YggU family COG1872",Domain
PF07900.14,DUF1670,Protein of unknown function (DUF1670),Family
PF07901.14,DUF1672,Protein of unknown function (DUF1672),Family
PF07895.14,DUF1673,Protein of unknown function (DUF1673),Family
PF07896.15,DUF1674,Protein of unknown function (DUF1674),Family
PF07898.16,DUF1676,Protein of unknown function (DUF1676),Family
PF07911.16,DUF1677,Protein of unknown function (DUF1677),Family
PF07913.14,DUF1678,Protein of unknown function (DUF1678),Family
PF07914.14,DUF1679,Uncharacterized oxidoreductase dhs-27,Family
PF07933.17,DUF1681,Protein of unknown function (DUF1681),Domain
PF07920.14,DUF1684,Protein of unknown function (DUF1684),Family
PF07939.14,DUF1685,Protein of unknown function (DUF1685),Family
PF07937.14,DUF1686,Protein of unknown function (DUF1686),Family
PF07955.14,DUF1687,Protein of unknown function (DUF1687),Family
PF07958.14,DUF1688,Protein of unknown function (DUF1688),Family
PF07954.14,DUF1689,Protein of unknown function (DUF1689),Family
PF02596.18,DUF169,"Uncharacterised ArCR, COG2043",Family
PF07956.14,DUF1690,Protein of Unknown function (DUF1690),Family
PF07997.14,DUF1694,Protein of unknown function (DUF1694),Family
PF08002.14,DUF1697,Protein of unknown function (DUF1697),Family
PF08004.14,DUF1699,Protein of unknown function (DUF1699),Family
PF08006.14,DUF1700,Protein of unknown function (DUF1700),Family
PF08012.14,DUF1702,Protein of unknown function (DUF1702),Family
PF08014.14,DUF1704,Domain of unknown function (DUF1704),Domain
PF08020.14,DUF1706,Protein of unknown function (DUF1706),Family
PF08044.14,DUF1707,Domain of unknown function (DUF1707),Domain
PF05414.14,DUF1717,Viral domain of unknown function (DUF1717),Domain
PF08224.14,DUF1719,Domain of unknown function (DUF1719),Domain
PF08226.14,DUF1720,Domain of unknown function (DUF1720),Domain
PF08349.14,DUF1722,Protein of unknown function (DUF1722),Family
PF08333.14,DUF1725,Protein of unknown function (DUF1725),Family
PF08354.13,DUF1729,Domain of unknown function (DUF1729),Family
PF08338.14,DUF1731,Domain of unknown function (DUF1731),Family
PF08340.14,DUF1732,Domain of unknown function (DUF1732),Family
PF08522.13,DUF1735,Domain of unknown function (DUF1735),Domain
PF08410.13,DUF1737,Domain of unknown function (DUF1737),Family
PF08489.14,DUF1743,Domain of unknown function (DUF1743),Family
PF08490.15,DUF1744,Domain of unknown function (DUF1744),Domain
PF08508.13,DUF1746,Fungal domain of unknown function (DUF1746),Domain
PF08520.13,DUF1748,Fungal protein of unknown function (DUF1748),Family
PF08538.13,DUF1749,Protein of unknown function (DUF1749),Domain
PF08551.13,DUF1751,Eukaryotic integral membrane protein (DUF1751),Domain
PF08550.13,DUF1752,Fungal protein of unknown function (DUF1752),Domain
PF08560.13,DUF1757,Protein of unknown function (DUF1757),Family
PF05585.15,DUF1758,Putative peptidase (DUF1758),Family
PF03564.18,DUF1759,Protein of unknown function (DUF1759),Family
PF08570.13,DUF1761,Protein of unknown function (DUF1761),Family
PF08576.13,DUF1764,Eukaryotic protein of unknown function (DUF1764),Family
PF08578.13,DUF1765,Protein of unknown function (DUF1765),Family
PF08588.13,DUF1769,Protein of unknown function (DUF1769),Family
PF08590.13,DUF1771,Domain of unknown function (DUF1771),Domain
PF08593.13,DUF1773,Domain of unknown function,Domain
PF08611.13,DUF1774,Fungal protein of unknown function (DUF1774),Family
PF07987.14,DUF1775,Domain of unkown function (DUF1775),Domain
PF08643.13,DUF1776,Fungal family of unknown function (DUF1776),Family
PF08681.14,DUF1778,Protein of unknown function (DUF1778),Domain
PF08680.13,DUF1779,TATA-box binding,Family
PF08682.13,DUF1780,"Putative endonuclease, protein of unknown function (DUF1780)",Family
PF08735.13,DUF1786,Putative pyruvate format-lyase activating enzyme (DUF1786),Family
PF02622.18,DUF179,"Uncharacterized ACR, COG1678",Family
PF08760.14,DUF1793,Domain of unknown function (DUF1793),Domain
PF08795.13,DUF1796,Putative papain-like cysteine peptidase (DUF1796),Domain
PF08796.13,DUF1797,Protein of unknown function (DUF1797),Family
PF08807.13,DUF1798,Bacterial domain of unknown function (DUF1798),Domain
PF08809.14,DUF1799,Phage related hypothetical protein (DUF1799),Domain
PF08811.14,DUF1800,Protein of unknown function (DUF1800),Family
PF08818.14,DUF1801,Domain of unknown function (DU1801),Domain
PF08819.14,DUF1802,Domain of unknown function (DUF1802),Domain
PF08820.13,DUF1803,Domain of unknown function (DUF1803),Domain
PF08822.14,DUF1804,Protein of unknown function (DUF1804),Family
PF08827.14,DUF1805,Domain of unknown function (DUF1805),Domain
PF08830.13,DUF1806,Protein of unknown function (DUF1806),Family
PF08837.14,DUF1810,Protein of unknown function (DUF1810),Family
PF08838.13,DUF1811,Protein of unknown function (DUF1811),Family
PF08844.13,DUF1815,Domain of unknown function (DUF1815),Domain
PF08846.13,DUF1816,Domain of unknown function (DUF1816),Domain
PF08848.14,DUF1818,Domain of unknown function (DUF1818),Domain
PF08850.14,DUF1820,Domain of unknown function (DUF1820),Domain
PF08852.14,DUF1822,Protein of unknown function (DUF1822),Repeat
PF08853.14,DUF1823,Domain of unknown function (DUF1823),Domain
PF08854.13,DUF1824,Domain of unknown function (DUF1824),Domain
PF08855.13,DUF1825,Domain of unknown function (DUF1825),Domain
PF08856.14,DUF1826,Protein of unknown function (DUF1826),Domain
PF08860.13,DUF1827,Domain of unknown function (DUF1827),Domain
PF08861.13,DUF1828,Domain of unknown function DUF1828,Domain
PF08862.13,DUF1829,Domain of unknown function DUF1829,Domain
PF08865.14,DUF1830,Domain of unknown function (DUF1830),Domain
PF08866.13,DUF1831,Putative amino acid metabolism,Domain
PF08875.14,DUF1833,Domain of unknown function (DUF1833),Family
PF08874.13,DUF1835,Domain of unknown function (DUF1835),Domain
PF08876.14,DUF1836,Domain of unknown function (DUF1836),Domain
PF08894.14,DUF1838,Protein of unknown function (DUF1838),Family
PF08893.13,DUF1839,Domain of unknown function (DUF1839),Family
PF08895.14,DUF1840,Domain of unknown function (DUF1840),Domain
PF08897.14,DUF1841,Domain of unknown function (DUF1841),Domain
PF08896.13,DUF1842,Domain of unknown function (DUF1842),Domain
PF08898.13,DUF1843,Domain of unknown function (DUF1843),Domain
PF08899.14,DUF1844,Domain of unknown function (DUF1844),Domain
PF08903.14,DUF1846,Domain of unknown function (DUF1846),Family
PF08901.14,DUF1847,Protein of unknown function (DUF1847),Family
PF08902.14,DUF1848,Domain of unknown function (DUF1848),Family
PF08905.14,DUF1850,Domain of unknown function (DUF1850),Domain
PF08906.14,DUF1851,Domain of unknown function (DUF1851),Domain
PF08907.14,DUF1853,Domain of unknown function (DUF1853),Family
PF08909.14,DUF1854,Domain of unknown function (DUF1854),Family
PF08984.14,DUF1858,Domain of unknown function (DUF1858),Domain
PF08950.13,DUF1861,Protein of unknown function (DUF1861),Domain
PF08937.14,DUF1863,MTH538 TIR-like domain (DUF1863),Domain
PF08933.14,DUF1864,Domain of unknown function (DUF1864),Domain
PF08952.14,DUF1866,Domain of unknown function (DUF1866),Domain
PF08956.13,DUF1869,Domain of unknown function (DUF1869),Domain
PF08965.13,DUF1870,Domain of unknown function (DUF1870),Domain
PF08958.13,DUF1871,Domain of unknown function (DUF1871),Domain
PF08974.13,DUF1877,Domain of unknown function (DUF1877),Domain
PF08963.13,DUF1878,Protein of unknown function (DUF1878),Family
PF02639.17,DUF188,"Uncharacterized BCR, YaiI/YqxD family COG1671",Family
PF08966.14,DUF1882,Domain of unknown function (DUF1882),Domain
PF08980.13,DUF1883,Domain of unknown function (DUF1883),Domain
PF08967.13,DUF1884,Domain of unknown function (DUF1884),Domain
PF08968.13,DUF1885,Domain of unknown function (DUF1885),Domain
PF09002.14,DUF1887,Domain of unknown function (DUF1887),Domain
PF08986.13,DUF1889,Domain of unknown function (DUF1889),Domain
PF09001.14,DUF1890,Domain of unknown function (DUF1890),Domain
PF08987.13,DUF1892,Protein of unknown function (DUF1892),Family
PF08979.14,DUF1894,Domain of unknown function (DUF1894),Domain
PF08989.13,DUF1896,Domain of unknown function (DUF1896),Domain
PF09005.13,DUF1897,Domain of unknown function (DUF1897),Domain
PF08953.14,DUF1899,Domain of unknown function (DUF1899),Domain
PF01579.21,DUF19,Domain of unknown function (DUF19),Domain
PF02641.18,DUF190,"Uncharacterized ACR, COG1993",Domain
PF08972.14,DUF1902,Domain of unknown function (DUF1902),Domain
PF08921.14,DUF1904,Domain of unknown function (DUF1904),Domain
PF08922.14,DUF1905,Domain of unknown function (DUF1905),Domain
PF08924.14,DUF1906,Domain of unknown function (DUF1906),Domain
PF08925.14,DUF1907,Domain of Unknown Function (DUF1907),Domain
PF08926.14,DUF1908,Domain of unknown function (DUF1908),Domain
PF08928.13,DUF1910,Domain of unknown function (DUF1910),Domain
PF08929.13,DUF1911,Domain of unknown function (DUF1911),Domain
PF08930.13,DUF1912,Domain of unknown function (DUF1912),Domain
PF08939.13,DUF1917,Domain of unknown function (DUF1917),Domain
PF08940.14,DUF1918,Domain of unknown function (DUF1918),Domain
PF08942.13,DUF1919,Domain of unknown function (DUF1919),Domain
PF02643.18,DUF192,"Uncharacterized ACR, COG1430",Family
PF09082.13,DUF1922,Domain of unknown function (DUF1922),Domain
PF09083.13,DUF1923,Domain of unknown function (DUF1923),Domain
PF09086.14,DUF1924,Domain of unknown function (DUF1924),Domain
PF09122.13,DUF1930,Domain of unknown function (DUF1930),Domain
PF09123.14,DUF1931,Domain of unknown function (DUF1931),Domain
PF09130.14,DUF1932,Domain of unknown function (DUF1932),Domain
PF09148.13,DUF1934,Domain of unknown function (DUF1934),Domain
PF09149.13,DUF1935,Domain of unknown function (DUF1935),Domain
PF09151.13,DUF1936,Domain of unknown function (DUF1936),Domain
PF09152.13,DUF1937,Domain of unknown function (DUF1937),Domain
PF09155.13,DUF1940,Domain of unknown function (DUF1940),Domain
PF09167.14,DUF1942,Domain of unknown function (DUF1942),Domain
PF09183.13,DUF1947,Domain of unknown function (DUF1947),Domain
PF09185.13,DUF1948,Domain of unknown function (DUF1948),Domain
PF09186.14,DUF1949,Domain of unknown function (DUF1949),Domain
PF09188.13,DUF1951,Domain of unknown function (DUF1951),Domain
PF09189.13,DUF1952,Domain of unknown function (DUF1952),Domain
PF09196.13,DUF1953,Domain of unknown function (DUF1953),Domain
PF09205.13,DUF1955,Domain of unknown function (DUF1955),Domain
PF09211.13,DUF1958,Domain of unknown function (DUF1958),Domain
PF09218.13,DUF1959,Domain of unknown function (DUF1959),Domain
PF09224.14,DUF1961,Domain of unknown function (DUF1961),Domain
PF09234.13,DUF1963,Domain of unknown function (DUF1963),Domain
PF09244.13,DUF1964,Domain of unknown function (DUF1964),Domain
PF09248.13,DUF1965,Domain of unknown function (DUF1965),Domain
PF09269.14,DUF1967,Domain of unknown function (DUF1967),Domain
PF09291.13,DUF1968,Domain of unknown function (DUF1968),Domain
PF09301.13,DUF1970,Domain of unknown function (DUF1970),Domain
PF09313.14,DUF1971,Domain of unknown function (DUF1971),Domain
PF09314.14,DUF1972,Domain of unknown function (DUF1972),Family
PF09320.14,DUF1977,Domain of unknown function (DUF1977),Family
PF09321.13,DUF1978,Domain of unknown function (DUF1978),Family
PF09322.13,DUF1979,Domain of unknown function (DUF1979),Family
PF09323.13,DUF1980,Domain of unknown function (DUF1980),Family
PF09324.13,DUF1981,Domain of unknown function (DUF1981),Family
PF09327.14,DUF1983,Domain of unknown function (DUF1983),Family
PF09331.14,DUF1985,Domain of unknown function (DUF1985),Family
PF09342.14,DUF1986,Domain of unknown function (DUF1986),Domain
PF09347.13,DUF1989,Domain of unknown function (DUF1989),Domain
PF09348.13,DUF1990,Domain of unknown function (DUF1990),Domain
PF09351.13,DUF1993,Domain of unknown function (DUF1993),Domain
PF09353.13,DUF1995,Domain of unknown function (DUF1995),Domain
PF09362.13,DUF1996,Domain of unknown function (DUF1996),Domain
PF09366.13,DUF1997,Protein of unknown function (DUF1997),Family
PF09390.13,DUF1999,Protein of unknown function (DUF1999),Family
PF09391.13,DUF2000,Protein of unknown function (DUF2000),Family
PF09393.13,DUF2001,Phage tail tube protein,Domain
PF09400.13,DUF2002,Protein of unknown function (DUF2002),Domain
PF09406.13,DUF2004,Protein of unknown function (DUF2004),Family
PF09413.13,DUF2007,Putative prokaryotic signal transducing protein,Domain
PF09418.13,DUF2009,Protein of unknown function (DUF2009),Family
PF09428.13,DUF2011,Fungal protein of unknown function (DUF2011),Family
PF09427.13,DUF2014,Domain of unknown function (DUF2014),Domain
PF09435.13,DUF2015,Fungal protein of unknown function (DUF2015),Family
PF09436.13,DUF2016,Domain of unknown function (DUF2016),Domain
PF09438.13,DUF2017,Domain of unknown function (DUF2017),Domain
PF09442.13,DUF2018,Domain of unknown function (DUF2018),Domain
PF09450.13,DUF2019,Domain of unknown function (DUF2019),Repeat
PF02656.18,DUF202,Domain of unknown function (DUF202),Family
PF09449.13,DUF2020,Domain of unknown function (DUF2020),Domain
PF09633.13,DUF2023,Protein of unknown function (DUF2023),Domain
PF09630.13,DUF2024,Domain of unknown function (DUF2024),Domain
PF09634.13,DUF2025,Protein of unknown function (DUF2025),Domain
PF09641.13,DUF2026,Protein of unknown function (DUF2026),Domain
PF09640.13,DUF2027,Domain of unknown function (DUF2027),Domain
PF09667.13,DUF2028,Domain of unknown function (DUF2028),Family
PF09592.13,DUF2031,Protein of unknown function (DUF2031),Family
PF10356.12,DUF2034,Protein of unknown function (DUF2034),Family
PF10217.12,DUF2039,Uncharacterized conserved protein (DUF2039),Family
PF09740.12,DUF2043,Uncharacterized conserved protein (DUF2043),Family
PF09741.12,DUF2045,Uncharacterized conserved protein (DUF2045),Family
PF09755.12,DUF2046,Uncharacterized conserved protein H4 (DUF2046),Coiled-coil
PF09767.12,DUF2053,Predicted membrane protein (DUF2053),Family
PF09829.12,DUF2057,Uncharacterized protein conserved in bacteria (DUF2057),Family
PF09831.12,DUF2058,Uncharacterized protein conserved in bacteria (DUF2058),Family
PF09832.12,DUF2059,Uncharacterized protein conserved in bacteria (DUF2059),Family
PF09834.12,DUF2061,Predicted membrane protein (DUF2061),Family
PF09835.12,DUF2062,Uncharacterized protein conserved in bacteria (DUF2062),Family
PF09836.12,DUF2063,Putative DNA-binding domain,Family
PF09837.12,DUF2064,Uncharacterized protein conserved in bacteria (DUF2064),Family
PF09838.12,DUF2065,Uncharacterized protein conserved in bacteria (DUF2065),Family
PF09839.12,DUF2066,Uncharacterized protein conserved in bacteria (DUF2066),Family
PF09840.12,DUF2067,Uncharacterized protein conserved in archaea (DUF2067),Family
