rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
RF02496,Rhizobiales sRNA Atu_At1,Gene; sRNA;,156,136,16970,108.8,66,Rfam full
RF02497,Rhizobiales sRNA Atu_C10,Gene; sRNA;,5,89,445,89.0,97,Rfam full
RF02498,Rhizobiales sRNA Atu_C3,Gene; sRNA;,3,156,467,155.7,93,Rfam full
RF02499,Rhizobiales sRNA Atu_C4,Gene; sRNA;,3,70,210,70.0,98,Rfam full
RF02500,EcpR1,Gene; sRNA;,198,143,21854,110.4,67,Rfam full
RF02501,Rhizobiales sRNA Atu_C7,Gene; sRNA;,49,219,6988,142.6,63,Rfam full
RF00845,MIR158 microRNA precursor family,Gene; miRNA;,19,105,1895,99.7,82,Rfam full
RF02502,Rhizobiales sRNA Atu_C8,Gene; sRNA;,189,154,22815,120.7,67,Rfam full
RF02503,Rhizobiales sRNA Atu_C9,Gene; sRNA;,72,292,12684,176.2,59,Rfam full
RF02504,Rhizobiales sRNA Atu_L1,Gene; sRNA;,14,207,2244,160.3,69,Rfam full
RF02505,Rhizobiales sRNA Atu_L6,Gene; sRNA;,5,125,619,123.8,85,Rfam full
RF02506,Rhizobiales sRNA Atu_Ti1,Gene; sRNA;,54,100,4975,92.1,69,Rfam full
RF02508,Rhizobiales sRNA Atu_Ti4,Gene; sRNA;,3,107,314,104.7,88,Rfam full
RF02507,Rhizobiales sRNA Atu_Ti3,Gene; sRNA;,15,94,1321,88.1,76,Rfam full
RF02510,Pyrrolysine insertion sequence mttB,Cis-reg;,372,145,37171,99.9,54,Rfam full
RF02509,Pyrrolysine insertion sequence mtbB,Cis-reg;,77,114,7693,99.9,67,Rfam full
RF02512,Pyrrolysine insertion sequence transposase 1,Cis-reg;,18,100,1785,99.2,93,Rfam full
RF00846,microRNA mir-64,Gene; miRNA;,31,140,3323,107.2,66,Rfam full
RF02511,Pyrrolysine insertion sequence TetR,Cis-reg;,3,100,300,100.0,71,Rfam full
RF02513,Pyrrolysine insertion sequence transposase 2,Cis-reg;,4,100,400,100.0,90,Rfam full
RF02514,5' ureB small RNA,Gene; sRNA;,2655,1394,776663,292.5,59,Rfam full
RF02516,mir-393 microRNA precursor family,Gene; miRNA;,389,271,45524,117.0,59,Rfam full
RF02515,AfaR small RNA,Gene; sRNA;,2,234,468,234.0,99,Rfam full
RF02517,mir-1017 microRNA precursor family,Gene; miRNA;,18,126,1340,74.4,81,Rfam full
RF02518,mir-2494 microRNA precursor family,Gene; miRNA;,15,153,1772,118.1,74,Rfam full
RF02519,ToxI antitoxin,Gene; antitoxin;,7,34,238,34.0,87,Rfam full
RF02520,mir-965 microRNA precursor family,Gene; miRNA;,103,115,7766,75.4,68,Rfam full
RF02521,Pea enation mosaic virus-2 cap-independent translation element,Cis-reg;,3,85,255,85.0,91,Rfam full
RF00848,microRNA mir-61,Gene; miRNA;,9,85,731,81.2,77,Rfam full
RF02522,Pea enation mosaic virus-2 cap-independent translation element,Cis-reg;,3,71,213,71.0,96,Rfam full
RF02523,Repression of heat shock gene expression (ROSE) element,Cis-reg; thermoregulator;,85,85,5734,67.5,72,Rfam full
RF02525,Streptococcus sRNA SSRC30,Gene; sRNA;,4,151,601,150.2,98,Rfam full
RF02524,Streptococcus sRNA sagA,Gene; sRNA;,12,169,1916,159.7,72,Rfam full
RF02528,Streptococcus sRNA SSRC41,Gene; sRNA;,15,115,1645,109.7,80,Rfam full
RF02529,Streptococcus sRNA SSRC8,Gene; sRNA;,4,150,600,150.0,96,Rfam full
RF02530,Ure2 internal ribosome entry site (IRES),Cis-reg; IRES;,14,105,1470,105.0,91,Rfam full
RF02531,Nrf2 internal ribosome entry site (IRES),Cis-reg; IRES;,42,169,5341,127.2,81,Rfam full
RF02533,Hepatitis A virus (HAV) cis-acting replication element (CRE),Cis-reg;,2,114,228,114.0,91,Rfam full
RF02532,Murine norovirus 3'UTR,Cis-reg;,10,241,2236,223.6,91,Rfam full
RF00847,mir-62 microRNA precursor family,Gene; miRNA;,10,58,580,58.0,93,Rfam full
RF02534,Norovirus cis-acting replication element (CRE),Cis-reg;,22,52,1141,51.9,82,Rfam full
RF02535,ODC internal ribosome entry site (IRES),Cis-reg; IRES;,106,359,14779,139.4,69,Rfam full
RF02536,Avian encephalitis virus (AEV) cis-acting replication element (CRE),Cis-reg;,2,135,270,135.0,98,Rfam full
RF02537,Vibrio ToxT activated RNA TarA,Gene; sRNA;,3,99,296,98.7,98,Rfam full
RF02538,Vibrio ToxT activated RNA TarB,Gene; sRNA;,3,79,237,79.0,97,Rfam full
RF02539,Plant small nucleolar RNA SNOR75,Gene; snRNA; snoRNA; CD-box;,404,185,35116,86.9,79,Rfam full
RF02544,Mitochondrion-encoded tmRNA,Gene;,39,100,3007,77.1,86,Rfam full
RF02545,Trypanosomatid mitochondrial small subunit ribosomal RNA,Gene; rRNA;,16,661,9537,596.1,79,Rfam full
RF02546,Trypanosomatid mitochondrial large subunit ribosomal RNA,Gene; rRNA;,19,581,9312,490.1,81,Rfam full
RF02547,Permuted mitochondrial genome encoded 5S rRNA,Gene; rRNA;,7,110,737,105.3,82,Rfam full
RF00849,microRNA mir-60,Gene; miRNA;,15,72,1047,69.8,87,Rfam full
RF02548,Oocyte entry signal (OES) from oskar mRNA,Cis-reg;,21,68,1390,66.2,81,Rfam full
RF02550,RnaG sRNA,Gene; sRNA;,4,120,480,120.0,99,Rfam full
RF02551,ABC transporter regulator,Cis-reg;,62,84,4845,78.1,77,Rfam full
RF02552,RcsR1 sRNA,Gene; sRNA;,60,127,5845,97.4,78,Rfam full
RF02553,Y RNA-like,Gene; sRNA;,124,227,15619,126.0,63,Rfam full
RF02554,mt-5S-like P. polycephalum,Gene; rRNA;,2,98,194,97.0,99,Rfam full
RF02555,mt-5S-like H. vermiformis,Gene; rRNA;,7,124,831,118.7,100,Rfam full
RF02557,Coxiella burnetii sRNA 1,Gene; sRNA;,3,112,336,112.0,100,Rfam full
RF02556,snaR-A sRNA,Gene; sRNA;,45,118,5179,115.1,91,Rfam full
RF02558,Coxiella burnetii sRNA 2,Gene; antisense;,3,243,729,243.0,100,Rfam full
RF00850,microRNA mir-259,Gene; miRNA;,9,88,702,78.0,80,Rfam full
RF02560,Coxiella burnetii sRNA 9,Gene; antisense;,3,213,639,213.0,100,Rfam full
RF02559,Coxiella burnetii sRNA 4,Gene; antisense;,3,196,588,196.0,100,Rfam full
RF02562,Coxiella burnetii sRNA 14,Gene; sRNA;,3,189,515,171.7,100,Rfam full
RF02561,Coxiella burnetii sRNA 12,Gene; sRNA;,3,148,444,148.0,100,Rfam full
RF02564,Nucleoid-associated noncoding RNA 4 (CssrE),Gene; sRNA;,170,135,12926,76.0,82,Rfam full
RF02563,Coxiella burnetii sRNA 3,Gene; antisense;,21,281,3450,164.3,84,Rfam full
RF02565,Y RNA-like,Gene; sRNA;,4,78,312,78.0,88,Rfam full
RF02566,Mycobacterium smegmatis small RNA 1,Gene; sRNA;,114,401,34674,304.2,77,Rfam full
RF02568,Escherichia coli small RNA (uptR) gene,Gene; sRNA;,3,92,274,91.3,96,Rfam full
RF02569,IhtA sRNA,Gene; sRNA;,7,111,735,105.0,83,Rfam full
RF00851,microRNA mir-230,Gene; miRNA;,8,100,772,96.5,75,Rfam full
RF00420,Small nucleolar RNA SNORA61,Gene; snRNA; snoRNA; HACA-box;,225,296,28772,127.9,69,Rfam full
RF02567,Vibrio alginolyticus sRNA 907,Gene; sRNA;,6,356,1874,312.3,74,Rfam full
RF02570,Brucella melitensis small RNA 0117,Gene; sRNA;,4,83,332,83.0,99,Rfam full
RF02572,Brucella babR 5'UTR,Cis-reg;,4,134,536,134.0,99,Rfam full
RF02571,mcr7 sRNA,Gene; sRNA;,3,351,1049,349.7,98,Rfam full
RF02574,Rickettsia sRNA 10,Gene; sRNA;,5,361,1762,352.4,72,Rfam full
RF02573,Lactococcus lactis non-coding RNA 147,Gene; sRNA;,4,102,408,102.0,96,Rfam full
RF02575,Drosophila melanogaster stable intronic sequence RNA 1,Gene;,5,404,1907,381.4,91,Rfam full
RF02576,tsr1 small RNA,Gene; sRNA;,6,671,3711,618.5,68,Rfam full
RF02577,S. aureus tsr24 small RNA,Gene; sRNA;,109,562,24270,222.7,68,Rfam full
RF02578,S. aureus tsr25 small RNA,Gene; sRNA;,19,241,3368,177.3,72,Rfam full
RF00852,microRNA mir-231,Gene; miRNA;,10,88,756,75.6,84,Rfam full
RF02581,S. aureus tsr32 small RNA,Gene; sRNA;,5,151,753,150.6,97,Rfam full
RF02582,S. aureus tsr33 small RNA,Gene; sRNA;,3,85,255,85.0,97,Rfam full
RF02583,S. aureus Teg23 small RNA,Gene; sRNA;,6,437,2602,433.7,98,Rfam full
RF02589,S. pyogenes small RNA 779816,Gene; sRNA;,13,104,1130,86.9,76,Rfam full
RF02584,KRAS 3' UTR cis-regulatory element,Cis-reg;,31,51,1511,48.7,92,Rfam full
RF02590,S. pyogenes small RNA 1186876,Gene; sRNA;,6,246,1467,244.5,93,Rfam full
RF02591,S. pyogenes small RNA 1786666,Gene; sRNA;,5,88,429,85.8,91,Rfam full
RF01921,microRNA mir-1296,Gene; miRNA;,40,87,3478,87.0,97,Rfam full
RF01968,Rhabdomyosarcoma 2 associated transcript conserved region 7,Gene; lncRNA;,113,294,29999,265.5,86,Rfam full
RF02593,Nitrogen stress-induced RNA 8,Gene; sRNA;,11,202,1820,165.5,69,Rfam full
RF00853,microRNA mir-304,Gene; miRNA;,19,90,1680,88.4,94,Rfam full
RF02592,S. pyogenes antisense RNA 392987,Gene; antisense;,71,65,4452,62.7,92,Rfam full
RF02595,Epstein-Barr virus stable intronic sequence RNA 1,Gene;,33,95,2704,81.9,92,Rfam full
RF02594,Nitrogen stress-induced RNA 9,Gene; sRNA;,14,133,1720,122.9,80,Rfam full
RF02596,Cyanobacteria heterocyst sRNA,Gene; sRNA;,28,77,1563,55.8,78,Rfam full
RF02597,shuA/chuA 5' UTR thermoregulator,Cis-reg; thermoregulator;,5,32,160,32.0,100,Rfam full
RF02598,Epstein-Barr virus stable intronic sequence RNA 2,Gene;,73,105,5564,76.2,71,Rfam full
RF02599,Brucella sRNA CI408,Gene; sRNA;,3,436,1286,428.7,99,Rfam full
RF02600,Brucella sRNA CI27,Gene; sRNA;,25,240,4091,163.6,60,Rfam full
RF02601,Brucella sRNA CI337,Gene; sRNA;,4,191,763,190.8,98,Rfam full
RF02602,Brucella sRNA CI414,Gene; sRNA;,3,229,684,228.0,96,Rfam full
RF00855,microRNA mir-254,Gene; miRNA;,8,112,874,109.2,74,Rfam full
RF02603,Brucella sRNA CII26,Gene; sRNA;,2,190,379,189.5,100,Rfam full
RF02604,Brucella sRNA CI153,Gene; sRNA;,3,246,652,217.3,78,Rfam full
RF02606,Acinetobacter sRNA 28,Gene; sRNA;,15,253,2612,174.1,66,Rfam full
RF02605,Streptomyces sRNA scr5239,Gene; sRNA;,182,337,29007,159.4,80,Rfam full
RF02608,Acinetobacter sRNA 11,Gene; sRNA;,28,263,5711,204.0,82,Rfam full
RF02607,Acinetobacter sRNA 25,Gene; sRNA;,3,165,489,163.0,75,Rfam full
RF02609,Brucella sRNA 0602,Gene; sRNA;,3,169,507,169.0,99,Rfam full
RF02610,Brucella sRNA 0709,Gene; sRNA;,5,319,1589,317.8,100,Rfam full
RF02612,Brucella sRNA 1350,Gene; sRNA;,4,176,704,176.0,99,Rfam full
RF02611,Brucella sRNA 0653,Gene; sRNA;,5,645,3211,642.2,100,Rfam full
RF00854,microRNA mir-5,Gene; miRNA;,27,75,1847,68.4,90,Rfam full
RF02613,Brucella sRNA 0739,Gene; sRNA;,5,160,800,160.0,99,Rfam full
RF02614,Brucella sRNA 1073,Gene; sRNA;,3,196,588,196.0,100,Rfam full
RF02616,Streptococcus sRNA 8,Gene; sRNA;,13,473,3790,291.5,59,Rfam full
RF02615,Brucella sRNA 0626,Gene; sRNA;,3,128,384,128.0,99,Rfam full
RF02655,Brucella BSR0441 sRNA,Gene; sRNA;,6,240,1440,240.0,99,Rfam full
RF02656,Sense overlapping transcript RNA 0042 (sot),Gene; sRNA;,142,365,24689,173.9,69,Rfam full
RF02658,Rhopalosiphum padi virus 5'UTR internal ribosome entry site,Cis-reg; IRES;,2,579,1158,579.0,98,Rfam full
RF02657,Sense overlapping transcript RNA 2652 (sot),Gene; sRNA;,26,266,4668,179.5,75,Rfam full
RF02659,ncRv12659 sRNA,Gene; sRNA;,3,174,518,172.7,100,Rfam full
RF02660,icaR 3'UTR,Cis-reg;,4,390,1560,390.0,100,Rfam full
RF00856,microRNA mir-232,Gene; miRNA;,13,82,1028,79.1,83,Rfam full
RF02661,icaR 5' UTR,Cis-reg;,4,75,300,75.0,97,Rfam full
RF02662,Bacillus asRNA 0872,Gene; antisense;,4,144,576,144.0,91,Rfam full
RF02663,GmglnB1 5'UTR,Cis-reg;,5,85,419,83.8,95,Rfam full
RF02665,Drosophila small cajal body-specific RNA PsiU1-6,Gene; snRNA; snoRNA; scaRNA;,14,201,2252,160.9,72,Rfam full
RF02666,Drosophila small cajal body-specific RNA PsiU2-35.45,Gene; snRNA; snoRNA; scaRNA;,8,142,1114,139.2,85,Rfam full
RF02667,Drosophila small cajal body-specific RNA PsiU2-38.40.4,Gene; snRNA; snoRNA; scaRNA;,14,142,1906,136.1,79,Rfam full
RF02664,Cyp24a1 internal ribosome entry site (IRES),Cis-reg; IRES;,11,411,4440,403.6,94,Rfam full
RF02668,Drosophila small cajal body-specific RNA PsiU2-55,Gene; snRNA; snoRNA; scaRNA;,13,196,2323,178.7,79,Rfam full
RF02669,Drosophila small cajal body-specific RNA PsiU6-40,Gene; snRNA; snoRNA; scaRNA;,12,224,1740,145.0,65,Rfam full
RF02670,small Cajal body-specific RNA Dm46E3,Gene; snRNA; snoRNA; scaRNA;,6,192,859,143.2,89,Rfam full
RF00857,microRNA mir-233,Gene; miRNA;,10,84,753,75.3,89,Rfam full
RF02671,Yersinia sRNA 35,Gene; sRNA;,4,339,1356,339.0,99,Rfam full
RF02672,Small pathogenicity island RNA X,Gene; sRNA;,18,153,2704,150.2,98,Rfam full
RF02673,Streptomyces sRNA 4677,Gene; sRNA;,292,795,69520,238.1,58,Rfam full
RF02674,antisense RNA of dnaA mRNA,Gene; antisense;,212,87,17176,81.0,76,Rfam full
RF02675,Yersinia sRNA 141,Gene; sRNA;,6,256,1530,255.0,85,Rfam full
RF02676,Enterohemorrhagic E. coli sRNA 41,Gene; sRNA;,3,74,222,74.0,98,Rfam full
RF02677,Nitrogen stress-induced RNA 4,Gene; sRNA;,25,115,1581,63.2,72,Rfam full
RF02678,Hatchet ribozyme,Gene; ribozyme;,157,257,20404,130.0,55,Rfam full
RF02679,Pistol ribozyme,Gene; ribozyme;,72,93,4844,67.3,57,Rfam full
RF02680,PreQ1-III riboswitch,Cis-reg; riboswitch;,116,121,11662,100.5,81,Rfam full
RF00858,microRNA mir-306,Gene; miRNA;,29,108,2299,79.3,68,Rfam full
RF02681,Twister_sister_ribozyme,Gene; ribozyme;,113,171,9249,81.8,66,Rfam full
RF02685,RAGATH-5 RNA,Gene; ribozyme;,40,59,2113,52.8,74,Rfam full
RF02684,Type-P5 twister ribozyme,Gene; ribozyme;,229,158,14362,62.7,53,Rfam full
RF02687,RAGATH-8 RNA,Gene; sRNA;,72,363,19714,273.8,76,Rfam full
RF02686,RAGATH-6 RNA,Gene; ribozyme;,2,152,301,150.5,87,Rfam full
RF02688,RAGATH-13 RNA,Gene; ribozyme;,69,105,6542,94.8,77,Rfam full
RF02689,hilD 3'UTR,Cis-reg;,9,312,2790,310.0,92,Rfam full
RF02691,Burkholderia sRNA 19,Gene; sRNA;,17,226,3760,221.2,82,Rfam full
RF02690,Burkholderia sRNA 1,Gene; sRNA;,16,281,3262,203.9,71,Rfam full
RF02692,Burkholderia sRNA 39,Gene; sRNA;,61,153,7871,129.0,86,Rfam full
RF00859,microRNA mir-234,Gene; miRNA;,39,92,2635,67.6,69,Rfam full
RF02693,psm_mec locus RNA,Gene; sRNA;,6,162,885,147.5,91,Rfam full
RF02695,Nitrogen regulated small RNA,Gene; sRNA;,39,415,8096,207.6,60,Rfam full
RF02694,RalR antitoxin,Gene; sRNA;,11,180,1970,179.1,95,Rfam full
RF02697,LDH1 5'UTR,Cis-reg;,6,102,612,102.0,96,Rfam full
RF02696,Teg49 sRNA,Gene; sRNA;,7,196,1372,196.0,94,Rfam full
RF02698,Avalong 5' UTR thermometer,Cis-reg; thermoregulator;,2,131,262,131.0,86,Rfam full
RF02699,Avashort 5' UTR thermometer,Cis-reg; thermoregulator;,2,59,117,58.5,91,Rfam full
RF02701,Photosynthesis regulatory RNA1,Gene; sRNA;,59,139,4799,81.3,62,Rfam full
RF02703,Anti stx2 sRNA,Gene; sRNA;,11,53,582,52.9,100,Rfam full
RF02700,HtrA 5' UTR thermometer,Cis-reg; thermoregulator;,16,46,734,45.9,94,Rfam full
RF00079,OmrA-B family,Gene; sRNA;,161,163,13980,86.8,72,Rfam full
RF02702,Anti GcvB sRNA,Gene; sRNA;,6,62,361,60.2,90,Rfam full
RF02704,LcrF intergenic thermometer,Cis-reg; thermoregulator;,3,133,399,133.0,100,Rfam full
RF02705,Brassica rapa small nucleolar RNA 775,Gene; snRNA; snoRNA; HACA-box;,21,201,2413,114.9,73,Rfam full
RF02707,TeloSII non coding RNA 33,Gene; sRNA;,20,369,5847,292.4,80,Rfam full
RF02706,TeloSII non coding RNA 30,Gene; sRNA;,15,321,3468,231.2,76,Rfam full
RF02709,TeloSII non coding RNA 43,Gene; sRNA;,5,288,1406,281.2,92,Rfam full
RF02708,TeloSII non coding RNA 40,Gene; sRNA;,6,162,964,160.7,97,Rfam full
RF02710,TeloSII non coding RNA 45,Gene; sRNA;,2,69,138,69.0,99,Rfam full
RF02711,TeloSII non coding RNA 49,Gene; sRNA;,6,90,505,84.2,94,Rfam full
RF02713,Mycoplasma sRNA MCS4,Gene; sRNA;,11,142,1330,120.9,71,Rfam full
RF00081,ArcZ RNA,Gene; sRNA;,67,132,7148,106.7,65,Rfam full
RF00421,Small nucleolar RNA SNORA32,Gene; snRNA; snoRNA; HACA-box;,190,270,22918,120.6,74,Rfam full
RF02712,Epstein-Barr virus EBER2,Gene; sRNA;,6,173,1038,173.0,99,Rfam full
RF02714,Small nucleolar RNA psi28S-3378,Gene; snRNA; snoRNA; HACA-box;,13,157,1892,145.5,88,Rfam full
RF02716,Small nucleolar RNA ncR3,Gene; snRNA; snoRNA; CD-box;,6,75,446,74.3,84,Rfam full
RF02715,Small nucleolar RNA ncR1,Gene; snRNA; snoRNA; HACA-box;,12,111,1313,109.4,90,Rfam full
RF02717,Small nucleolar RNA ncR4,Gene; snRNA; snoRNA; CD-box;,4,82,328,82.0,91,Rfam full
RF02718,Small Cajal body specific RNA ncR14,Gene; snRNA; snoRNA; scaRNA;,15,150,1920,128.0,83,Rfam full
RF02719,Small Cajal body specific RNA ncR20,Gene; snRNA; snoRNA; scaRNA;,2,104,207,103.5,100,Rfam full
RF02720,Small Cajal body specific RNA ncR21,Gene; snRNA; snoRNA; scaRNA;,4,113,435,108.8,92,Rfam full
RF02721,Small Cajal body specific RNA ncR26,Gene; snRNA; snoRNA; scaRNA;,13,77,882,67.8,72,Rfam full
RF02723,Small nucleolar RNA ZL1,Gene; snRNA; snoRNA; CD-box;,73,342,13166,180.4,70,Rfam full
RF00080,yybP-ykoY manganese riboswitch,Cis-reg; riboswitch;,832,583,132044,158.7,42,Rfam full
RF02722,Small Cajal body specific RNA ncR27,Gene; snRNA; snoRNA; scaRNA;,6,83,495,82.5,82,Rfam full
RF02724,Small nucleolar RNA ZL2,Gene; snRNA; snoRNA; CD-box;,41,79,3085,75.2,84,Rfam full
RF02725,Small nucleolar RNA ZL8,Gene; snRNA; snoRNA; CD-box;,36,88,2953,82.0,87,Rfam full
RF02727,Small nucleolar RNA ZL116,Gene; snRNA; snoRNA; CD-box;,14,72,999,71.4,96,Rfam full
RF02726,Small nucleolar RNA ZL63,Gene; snRNA; snoRNA; CD-box;,11,46,485,44.1,94,Rfam full
RF02728,Haemophilus regulatory RNA responsive to iron,Gene; sRNA;,18,154,2087,115.9,77,Rfam full
RF02729,Aggregatibacter sRNA JA01,Gene; sRNA;,4,153,611,152.8,100,Rfam full
RF02732,Aggregatibacter sRNA JA04,Gene; sRNA;,18,84,1455,80.8,80,Rfam full
RF02730,Aggregatibacter sRNA JA02,Gene; sRNA;,6,121,701,116.8,79,Rfam full
RF02731,Aggregatibacter sRNA JA03,Gene; sRNA;,16,405,3309,206.8,67,Rfam full
RF00082,SraG RNA,Gene; sRNA;,127,436,22518,177.3,64,Rfam full
RF02734,Corynebacterium sRNA 105,Gene; sRNA;,2,134,267,133.5,97,Rfam full
RF02736,Soft rot Enterobacteriaceae Rev 11 asRNA,Gene; antisense;,48,654,19903,414.6,62,Rfam full
RF02733,ToxT 5' UTR thermometer,Cis-reg; thermoregulator;,4,78,291,72.8,96,Rfam full
RF02738,Soft rot Enterobacteriaceae Rev 24 asRNA,Gene; antisense;,10,528,4881,488.1,74,Rfam full
RF02740,Soft rot Enterobacteriaceae Fwd 6 3'UTR,Cis-reg;,7,116,811,115.9,83,Rfam full
RF02737,Soft rot Enterobacteriaceae Rev 13 asRNA,Gene; antisense;,3,358,1056,352.0,79,Rfam full
RF02739,Soft rot Enterobacteriaceae Rev 41 sRNA,Gene; sRNA;,3,480,1440,480.0,91,Rfam full
RF02742,Soft rot Enterobacteriaceae Rev 72 asRNA,Gene; antisense;,3,426,1277,425.7,87,Rfam full
RF02741,Soft rot Enterobacteriaceae Rev 44 asRNA,Gene; antisense;,4,337,1344,336.0,87,Rfam full
RF02744,Soft rot Enterobacteriaceae Rev 39 5'UTR,Cis-reg;,116,575,34331,296.0,68,Rfam full
RF00083,GlmZ RNA activator of glmS mRNA,Gene; sRNA;,121,312,25080,207.3,72,Rfam full
RF02745,Soft rot Enterobacteriaceae Rev 42 5'UTR,Cis-reg;,5,516,2224,444.8,79,Rfam full
RF02743,Saccharopolyspora sRNA 389,Gene; antisense;,34,886,19512,573.9,66,Rfam full
RF02768,Yersinia sRNA 155(RyfD),Gene; sRNA;,112,186,15557,138.9,77,Rfam full
RF02769,Yersinia sRNA 202,Gene; sRNA;,3,282,842,280.7,96,Rfam full
RF02770,Yersinia sRNA 224,Gene; sRNA;,125,165,13381,107.0,83,Rfam full
RF02771,CnfY 5' UTR thermometer,Cis-reg; thermoregulator;,4,114,450,112.5,96,Rfam full
RF02772,AilA 5' UTR thermometer,Cis-reg; thermoregulator;,6,90,535,89.2,87,Rfam full
RF02773,TrxA 5' UTR thermometer,Cis-reg; thermoregulator;,69,156,6305,91.4,79,Rfam full
RF02775,SodB 5' UTR thermometer,Cis-reg; thermoregulator;,7,121,830,118.6,86,Rfam full
RF02774,KatA 5' UTR thermometer,Cis-reg; thermoregulator;,7,155,1074,153.4,85,Rfam full
RF00084,CsrC RNA family,Gene; sRNA;,42,332,10411,247.9,75,Rfam full
RF02776,SodC 5' UTR thermometer,Cis-reg; thermoregulator;,3,93,279,93.0,99,Rfam full
RF02777,OppA 5' UTR thermometer,Cis-reg; thermoregulator;,4,304,1216,304.0,100,Rfam full
RF02779,PepN 5' UTR thermometer,Cis-reg; thermoregulator;,7,154,979,139.9,78,Rfam full
RF02780,PutA 5' UTR thermometer,Cis-reg; thermoregulator;,6,72,432,72.0,86,Rfam full
RF02781,ManX 5' UTR thermometer,Cis-reg; thermoregulator;,7,120,812,116.0,83,Rfam full
RF02782,CpoB/ybgF ICR thermometer,Cis-reg; thermoregulator;,145,211,20300,140.0,80,Rfam full
RF02783,IscS-1 ICR thermometer,Cis-reg; thermoregulator;,35,389,6466,184.7,68,Rfam full
RF02785,Trypanosomatid small nucleolar RNA 2,Gene; snRNA; snoRNA; CD-box;,12,83,996,83.0,93,Rfam full
RF02784,Singlet oxygen resistance RNA X,Gene; sRNA;,271,174,19710,72.7,66,Rfam full
RF02786,Small nucleolar RNA TBR2,Gene; snRNA; snoRNA; CD-box;,49,112,5006,102.2,76,Rfam full
RF00086,Small nucleolar RNA SNORD27,Gene; snRNA; snoRNA; CD-box;,78,99,5653,72.5,74,Rfam full
RF02787,Small nucleolar RNA TBR4,Gene; snRNA; snoRNA; CD-box;,24,99,2354,98.1,89,Rfam full
RF02788,Small nucleolar RNA TBR6,Gene; snRNA; snoRNA; CD-box;,52,116,4561,87.7,77,Rfam full
RF02789,Small nucleolar RNA TBR12,Gene; snRNA; snoRNA; CD-box;,31,105,3171,102.3,90,Rfam full
RF02791,Conserved CCUCCUCCC motif stress-induced RNA 1,Gene; sRNA;,8,87,660,82.5,71,Rfam full
RF02790,sodF sRNA,Gene; sRNA;,170,135,15400,90.6,76,Rfam full
RF02792,Archaeal Small RNA 162,Gene; antisense;,5,205,959,191.8,68,Rfam full
RF02793,Pyrobaculum asRNA3,Gene; antisense;,4,58,226,56.5,79,Rfam full
RF02794,Pab19 RNA,Gene; snRNA; snoRNA; HACA-box;,13,113,1348,103.7,80,Rfam full
RF02795,Pab91 RNA,Gene; snRNA; snoRNA; HACA-box;,7,58,398,56.9,88,Rfam full
RF02797,Plasmid-encoded Shigella sRNA A,Gene; sRNA;,42,157,3900,92.9,86,Rfam full
RF00085,Small nucleolar RNA SNORD28,Gene; snRNA; snoRNA; CD-box;,86,90,6511,75.7,77,Rfam full
RF02796,Pab160 RNA,Gene; snRNA; snoRNA; HACA-box;,14,76,950,67.9,81,Rfam full
RF02798,Chromosome-encoded Shigella sRNA A,Gene; sRNA;,9,111,974,108.2,92,Rfam full
RF02799,Chromosome-encoded Shigella sRNA B,Gene; sRNA;,4,184,723,180.8,93,Rfam full
RF02800,Rickettsia sRNA47,Gene; sRNA;,27,539,7511,278.2,56,Rfam full
RF02801,Pyrobaculum sRNA 201,Gene; snRNA; snoRNA; HACA-box;,11,70,751,68.3,72,Rfam full
RF02802,Pyrobaculum sRNA 204,Gene; snRNA; snoRNA; HACA-box;,6,58,341,56.8,78,Rfam full
RF02803,Pyrobaculum sRNA 205,Gene; snRNA; snoRNA; HACA-box;,38,64,2278,59.9,79,Rfam full
RF02804,Pyrobaculum sRNA 206,Gene; snRNA; snoRNA; HACA-box;,6,63,360,60.0,84,Rfam full
RF02806,Pyrobaculum sRNA 208,Gene; snRNA; snoRNA; HACA-box;,5,60,298,59.6,75,Rfam full
RF02805,Pyrobaculum sRNA 207,Gene; snRNA; snoRNA; HACA-box;,5,70,330,66.0,81,Rfam full
RF00087,Small nucleolar RNA SNORD26,Gene; snRNA; snoRNA; CD-box;,87,119,6530,75.1,73,Rfam full
RF02807,Pyrobaculum sRNA 209,Gene; snRNA; snoRNA; HACA-box;,7,67,441,63.0,71,Rfam full
RF02808,Pyrobaculum sRNA 210,Gene; snRNA; snoRNA; HACA-box;,8,62,474,59.2,81,Rfam full
RF02810,Lst 5' UTR thermometer,Cis-reg; thermoregulator;,2,115,217,108.5,97,Rfam full
RF02809,RsmW RNA family,Gene; sRNA;,7,136,853,121.9,56,Rfam full
RF02811,FHbp 5' UTR thermometer,Cis-reg; thermoregulator;,2,73,146,73.0,95,Rfam full
RF02812,anti ponA RNA,Gene; antisense;,73,366,21464,294.0,74,Rfam full
RF02813,Pseudomonas PA5194 thermometer,Cis-reg; thermoregulator;,3,106,315,105.0,68,Rfam full
RF02814,Sulfolobus sRNA133,Gene; sRNA;,15,86,1006,67.1,81,Rfam full
RF02815,Lig 5' UTR thermometer,Cis-reg; thermoregulator;,4,289,889,222.2,70,Rfam full
RF02816,Hepatitis B virus post-transcriptional regulatory element 1151-1410,Cis-reg;,7,271,1819,259.9,80,Rfam full
