rfam_acc,description,rna_type,number_seqs,number_of_columns,number_residues,average_length,percent_identity,source
PF10683.12,Hermes transposase DNA-binding domain,Domain,104,129,6259,60.2,31,Pfam full
PF03108.18,MuDR family transposase,Family,5335,216,349550,65.5,26,Pfam full
PF13892.9,DNA-binding domain,Domain,1629,341,211336,129.7,47,Pfam full
PF02277.20,Phosphoribosyltransferase,Domain,5163,1144,1644521,318.5,37,Pfam full
PF20496.1,Double strand break localizing Dbl7,Family,2,274,526,263.0,34,Pfam full
PF12361.11,Duffy-antigen binding protein,Family,7,386,1554,222.0,37,Pfam full
PF08147.15,DBP10CT (NUC160) domain,Domain,1608,199,102183,63.5,37,Pfam full
PF03880.18,DbpA RNA binding domain,Domain,6889,148,491088,71.3,26,Pfam full
PF16610.8,Unstructured region between two PDZ domains on Dlg5,Disordered,708,141,55085,77.8,63,Pfam full
PF05011.16,"Lariat debranching enzyme, C-terminal domain",Domain,1810,756,241103,133.2,32,Pfam full
PF18526.4,Thymine dioxygenase JBP1 DNA-binding domain,Domain,23,221,3711,161.3,48,Pfam full
PF15349.9,DDB1- and CUL4-associated factor 16,Family,79,239,16201,205.1,90,Pfam full
PF02743.21,Cache domain,Domain,14842,1254,3523110,237.4,12,Pfam full
PF08269.14,Cache domain,Domain,1386,1332,294984,212.8,18,Pfam full
PF14827.9,Double sensory domain of two-component sensor kinase,Domain,1452,1010,325760,224.4,14,Pfam full
PF14939.9,"DDB1-and CUL4-substrate receptor 15, WD repeat",Repeat,404,458,76863,190.3,46,Pfam full
PF15802.8,DDB1- and CUL4-associated factor 17,Family,593,945,200959,338.9,51,Pfam full
PF19577.2,DcaP outer membrane protein,Domain,740,2339,245858,332.2,21,Pfam full
PF16213.8,Dimerisation and cyclophilin-binding domain of Mon2,Family,6556,961,1158133,176.7,25,Pfam full
PF09724.12,Sister chromatid cohesion protein Dcc1,Family,1611,1333,448148,278.2,23,Pfam full
PF04134.15,DCC1-like thiol-disulfide oxidoreductase,Family,4908,468,537125,109.4,23,Pfam full
PF06559.14,2'-deoxycytidine 5'-triphosphate deaminase (DCD),Family,1602,779,393416,245.6,36,Pfam full
PF05258.15,"Dna[CI] antecedent, DciA",Family,5408,259,482143,89.2,20,Pfam full
PF00383.26,Cytidine and deoxycytidylate deaminase zinc-binding region,Domain,31142,932,3352580,107.7,23,Pfam full
PF08211.15,Cytidine and deoxycytidylate deaminase zinc-binding region,Family,854,567,101502,118.9,33,Pfam full
PF06058.16,Dcp1-like decapping family,Domain,2444,507,274506,112.3,36,Pfam full
PF05026.16,"Dcp2, box A domain",Domain,1746,309,144384,82.7,43,Pfam full
PF05652.15,Scavenger mRNA decapping enzyme (DcpS) N-terminal,Family,1304,439,136677,104.8,32,Pfam full
PF11969.11,Scavenger mRNA decapping enzyme C-term binding,Family,4149,704,478679,115.4,25,Pfam full
PF14047.9,Dppa2/4 conserved region,Family,259,129,17012,65.7,69,Pfam full
PF08786.14,DcrB,Domain,422,300,54627,129.4,21,Pfam full
PF11739.11,Dicarboxylate transport,Domain,801,629,156350,195.2,22,Pfam full
PF06808.15,"Tripartite ATP-independent periplasmic transporter, DctM component",Family,25983,2858,10478159,403.3,25,Pfam full
PF03480.16,"Bacterial extracellular solute-binding protein, family 7",Family,22513,1452,6311289,280.3,20,Pfam full
PF04290.15,"Tripartite ATP-independent periplasmic transporters, DctQ component",Family,19281,540,2604266,135.1,18,Pfam full
PF03605.17,Anaerobic c4-dicarboxylate membrane transporter,Family,1227,724,411847,335.7,39,Pfam full
PF03606.18,C4-dicarboxylate anaerobic carrier,Family,2914,2478,1267179,434.9,23,Pfam full
PF03607.20,Doublecortin,Family,7958,178,473082,59.4,35,Pfam full
PF07782.16,DC-STAMP-like protein,Family,1578,767,271114,171.8,25,Pfam full
PF10172.12,Det1 complexing ubiquitin ligase,Family,1085,178,64793,59.7,45,Pfam full
PF19420.2,"N,N dimethylarginine dimethylhydrolase, eukaryotic",Family,3137,1489,780196,248.7,22,Pfam full
PF14428.9,Double-stranded DNA deaminase toxin A,Family,180,316,22880,127.1,22,Pfam full
PF10161.12,Putative mitochondrial precursor protein,Family,469,150,33807,72.1,51,Pfam full
PF03455.22,dDENN domain,Domain,8381,117,421117,50.2,33,Pfam full
PF03184.22,DDE superfamily endonuclease,Family,11828,1141,1702801,144.0,18,Pfam full
PF02914.18,Bacteriophage Mu transposase,Domain,208,566,40483,194.6,34,Pfam full
PF13358.9,DDE superfamily endonuclease,Domain,19072,1003,2427101,127.3,21,Pfam full
PF13546.9,DDE superfamily endonuclease,Domain,3926,1069,831988,211.9,18,Pfam full
PF01609.24,Transposase DDE domain,Domain,20414,1588,3741485,183.3,12,Pfam full
PF13586.9,Transposase DDE domain,Domain,3210,373,264960,82.5,27,Pfam full
PF13612.9,Transposase DDE domain,Domain,1735,674,181846,104.8,29,Pfam full
PF13701.9,Transposase DDE domain group 1,Domain,3174,1894,952095,300.0,19,Pfam full
PF13737.9,Transposase DDE domain,Domain,1443,365,128853,89.3,38,Pfam full
PF13751.9,Transposase DDE domain,Domain,4397,464,465982,106.0,23,Pfam full
PF13843.9,Transposase IS4,Domain,9660,1653,2049839,212.2,16,Pfam full
PF13808.9,DDE_Tnp_1-associated,Domain,1962,211,159381,81.2,26,Pfam full
PF04693.15,Archaeal putative transposase ISC1217,Family,233,1172,32183,138.1,19,Pfam full
PF13359.9,DDE superfamily endonuclease,Domain,18886,963,2526730,133.8,19,Pfam full
PF03400.16,IS1 transposase,Family,1088,382,106645,98.0,35,Pfam full
PF12762.10,ISXO2-like transposase domain,Domain,4216,746,535534,127.0,20,Pfam full
PF13610.9,DDE domain,Domain,3661,622,428743,117.1,30,Pfam full
PF03050.17,Transposase IS66 family,Family,6712,1046,1375687,205.0,24,Pfam full
PF13817.9,IS66 C-terminal element,Family,3685,93,142204,38.6,39,Pfam full
PF07592.14,Rhodopirellula transposase DDE domain,Domain,872,550,173108,198.5,29,Pfam full
PF01610.20,Transposase,Family,7299,1127,1213138,166.2,17,Pfam full
PF01526.20,Tn3 transposase DDE domain,Domain,2478,673,656611,265.0,26,Pfam full
PF02862.20,DDHD domain,Family,7522,2332,1254660,166.8,23,Pfam full
PF03345.17,Oligosaccharyltransferase 48 kDa subunit beta,Family,2019,1205,746242,369.6,40,Pfam full
PF08841.13,Diol dehydratase reactivase ATPase-like domain,Family,268,762,83262,310.7,53,Pfam full
PF12747.10,DdrB-like protein,Family,45,210,5607,124.6,40,Pfam full
PF18763.4,ddrB-like ParB superfamily domain,Family,88,278,11426,129.8,30,Pfam full
PF09756.12,DDRGK domain,Family,974,480,166030,170.5,44,Pfam full
PF18427.4,DD-reactivating factor swiveling domain,Domain,258,229,41173,159.6,53,Pfam full
PF02791.20,DDT domain,Family,6797,333,400307,58.9,31,Pfam full
PF12121.11,Dermaseptin,Family,1,24,22,22.0,100,Pfam full
PF00270.32,DEAD/DEAH box helicase,Domain,185093,2742,31440120,169.9,22,Pfam full
PF06733.18,DEAD_2,Family,8717,1103,1372428,157.4,25,Pfam full
PF08494.14,DEAD/H associated,Family,4006,458,758552,189.4,30,Pfam full
PF12343.11,DeaD helicase C-terminal disordered region,Disordered,61,140,3846,63.0,59,Pfam full
PF00531.25,Death domain,Domain,18104,353,1478615,81.7,23,Pfam full
PF14786.9,Tube Death domain,Domain,118,235,14444,122.4,38,Pfam full
PF04624.17,Dec-1 repeat,Repeat,79,45,2107,26.7,75,Pfam full
PF04626.16,"Dec-1 protein, C terminal region",Family,46,276,4950,107.6,46,Pfam full
PF04625.16,"DEC-1 protein, N-terminal region",Family,43,783,15061,350.3,46,Pfam full
PF15859.8,Deleted in esophageal cancer 1 family,Family,22,98,1470,66.8,71,Pfam full
PF02352.18,Decorin binding protein,Family,2,143,281,140.5,44,Pfam full
PF01335.24,Death effector domain,Domain,3950,256,322223,81.6,27,Pfam full
PF01548.20,Transposase,Family,11317,698,1616988,142.9,21,Pfam full
PF17333.5,Beta defensin 136,Domain,62,58,3123,50.4,60,Pfam full
PF17546.5,Beta defensin 50,Family,2,50,100,50.0,72,Pfam full
PF00323.22,Mammalian defensin,Domain,196,33,5668,28.9,44,Pfam full
PF01097.21,Arthropod defensin,Domain,283,72,9340,33.0,37,Pfam full
PF08131.14,Defensin-like peptide family,Domain,14,48,495,35.4,37,Pfam full
PF07936.15,Potassium-channel blocking toxin,Domain,1,38,38,38.0,100,Pfam full
PF18251.4,Fungal defensin Copsin,Domain,5,41,184,36.8,50,Pfam full
PF00711.22,Beta defensin,Domain,1020,59,35896,35.2,33,Pfam full
PF13841.9,Beta defensin,Domain,1500,60,45697,30.5,36,Pfam full
PF14862.9,Big defensin,Domain,13,150,780,60.0,31,Pfam full
PF17858.4,Platypus intermediate defensin-like peptide,Domain,3,55,100,33.3,52,Pfam full
PF10868.11,"Cysteine-rich antifungal protein 2, defensin-like",Domain,270,112,13575,50.3,42,Pfam full
PF00879.21,Defensin propeptide,Family,340,121,17228,50.7,51,Pfam full
PF17860.4,RK-1-like defensin,Domain,6,38,196,32.7,47,Pfam full
PF08181.14,DegQ (SacQ) family,Family,16,54,716,44.8,58,Pfam full
PF05384.14,Sensor protein DegS,Coiled-coil,639,206,100666,157.5,38,Pfam full
PF01041.20,DegT/DnrJ/EryC1/StrS aminotransferase family,Domain,18737,3092,6352059,339.0,26,Pfam full
PF02645.19,"Uncharacterised protein, DegV family COG1307",Family,7912,1133,2174037,274.8,25,Pfam full
PF13486.9,Reductive dehalogenase subunit,Domain,434,807,81697,188.2,28,Pfam full
PF10778.12,Halocarboxylic acid dehydrogenase DehI,Family,56,252,7619,136.1,21,Pfam full
PF09098.13,"Quinohemoprotein amine dehydrogenase A, alpha subunit, haem binding",Domain,175,274,24848,142.0,35,Pfam full
PF13816.9,Haem-containing dehydratase,Domain,517,786,152600,295.2,29,Pfam full
PF02286.18,Dehydratase large subunit,Domain,300,597,154941,516.5,61,Pfam full
PF02288.18,Dehydratase medium subunit,Domain,502,211,55655,110.9,37,Pfam full
PF02287.18,Dehydratase small subunit,Domain,293,157,37540,128.1,50,Pfam full
PF00257.22,Dehydrin,Family,1392,1053,168068,120.7,35,Pfam full
PF08766.14,DEK C terminal domain,Domain,6371,176,342794,53.8,29,Pfam full
PF12041.11,Transcriptional regulator DELLA protein N terminal,Domain,583,167,38748,66.5,58,Pfam full
PF16020.8,Deltamethrin resistance,Family,245,81,12382,50.5,29,Pfam full
PF05599.14,Deltaretrovirus Tax protein,Family,2,87,174,87.0,100,Pfam full
PF05372.14,Delta lysin family,Family,7,26,174,24.9,80,Pfam full
PF15498.9,"Nephrin and CD2AP-binding protein, Dendrin",Family,172,1120,77522,450.7,50,Pfam full
PF02141.24,DENN (AEX-3) domain,Family,15001,1090,2733490,182.2,28,Pfam full
PF09804.12,DENN domain-containing protein 11,Family,1228,1258,328057,267.1,36,Pfam full
PF02336.18,Capsid protein VP4,Domain,30,633,8231,274.4,29,Pfam full
PF01791.12,DeoC/LacD family aldolase,Domain,11095,1075,2491178,224.5,24,Pfam full
PF00455.25,DeoR C terminal sensor domain,Domain,16679,617,2648608,158.8,28,Pfam full
PF00610.24,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",Domain,17186,356,1239113,72.1,27,Pfam full
PF19418.2,DEPDC5 protein C-terminal region,Family,1736,1390,452874,260.9,35,Pfam full
PF15343.9,Decidual protein induced by progesterone family,Family,115,346,18848,163.9,44,Pfam full
PF04511.18,Der1-like family,Family,4329,1079,747661,172.7,33,Pfam full
PF14704.9,Dermatopontin,Family,575,481,81393,141.6,36,Pfam full
PF15291.9,"Dermcidin, antibiotic peptide",Domain,35,123,3221,92.0,78,Pfam full
PF06771.14,Viral Desmoplakin N-terminus,Family,19,115,1602,84.3,40,Pfam full
PF05497.15,Destabilase,Family,524,306,58090,110.9,33,Pfam full
PF01880.21,Desulfoferrodoxin,Domain,1238,272,112949,91.2,38,Pfam full
PF06397.15,"Desulfoferrodoxin, N-terminal domain",Domain,766,64,26950,35.2,42,Pfam full
PF09737.12,De-etiolated protein 1 Det1,Family,1207,1082,381571,316.1,40,Pfam full
PF01905.19,CRISPR-associated negative auto-regulator DevR/Csa2,Family,439,930,105430,240.2,20,Pfam full
PF10539.12,Development and cell death domain,Domain,2294,493,272495,118.8,42,Pfam full
PF15198.9,Dexamethasone-induced,Family,198,132,17284,87.3,81,Pfam full
PF09033.13,"DNA Fragmentation factor 45kDa, C terminal domain",Domain,336,298,49936,148.6,49,Pfam full
PF09230.13,DNA fragmentation factor 40 kDa,Domain,464,593,96937,208.9,47,Pfam full
PF04127.18,DNA / pantothenate metabolism flavoprotein,Family,10363,814,1706844,164.7,32,Pfam full
PF08630.13,"Dfp1/Him1, central region",Family,745,376,94416,126.7,36,Pfam full
PF16543.8,"DRG Family Regulatory Proteins, Tma46",Domain,2447,377,230949,94.4,30,Pfam full
PF08859.14,DGC domain,Domain,503,248,53825,107.0,30,Pfam full
PF07324.14,DiGeorge syndrome critical region 6 (DGCR6) protein,Family,637,423,96839,152.0,43,Pfam full
PF11024.11,Dispersed gene family protein 1 of Trypanosoma cruzi region 4,Domain,397,179,28375,71.5,76,Pfam full
PF11038.11,Dispersed gene family protein 1 of Trypanosoma cruzi region 5,Domain,526,385,110737,210.5,80,Pfam full
PF11040.11,Dispersed gene family protein 1 of Trypanosoma cruzi C-terminus,Domain,383,144,30791,80.4,77,Pfam full
PF05035.15,2-keto-3-deoxy-galactonokinase,Family,1598,813,443889,277.8,32,Pfam full
PF18909.3,"dATP/dGTP diphosphohydrolase, N-terminal",Family,293,277,29211,99.7,30,Pfam full
PF00926.22,"3,4-dihydroxy-2-butanone 4-phosphate synthase",Family,9741,613,1856685,190.6,49,Pfam full
PF09626.13,Dihaem cytochrome c,Family,486,260,52976,109.0,33,Pfam full
PF08385.15,"Dynein heavy chain, N-terminal region 1",Family,7673,3161,3350519,436.7,19,Pfam full
PF08393.16,"Dynein heavy chain, N-terminal region 2",Family,11107,2594,4092804,368.5,28,Pfam full
PF00701.25,Dihydrodipicolinate synthetase family,Domain,25699,2324,7221667,281.0,25,Pfam full
PF00186.22,Dihydrofolate reductase,Domain,8932,1049,1416535,158.6,32,Pfam full
PF06442.14,R67 dihydrofolate reductase,Domain,10,117,684,68.4,47,Pfam full
PF01368.23,DHH family,Family,17271,1218,2796089,161.9,19,Pfam full
PF02272.22,DHHA1 domain,Family,23998,688,3192461,133.0,17,Pfam full
PF02833.17,DHHA2 domain,Family,4217,587,574099,136.1,22,Pfam full
PF01529.23,DHHC palmitoyltransferase,Family,25560,1098,3307525,129.4,28,Pfam full
PF14286.9,DHHW protein,Family,783,1669,176700,225.7,19,Pfam full
PF04038.15,Dihydroneopterin aldolase,Family,214,136,22574,105.5,46,Pfam full
PF12890.10,Dihydro-orotase-like,Family,140,651,24853,177.5,36,Pfam full
PF10418.12,Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B,Domain,4985,88,192262,38.6,42,Pfam full
PF06537.14,"Di-haem oxidoreductase, putative peroxidase",Family,2268,1860,641207,282.7,28,Pfam full
PF01180.24,Dihydroorotate dehydrogenase,Domain,14239,2140,4001186,281.0,28,Pfam full
PF01959.19,3-dehydroquinate synthase II,Family,878,992,276606,315.0,38,Pfam full
PF01487.18,Type I 3-dehydroquinase,Domain,4257,1017,918731,215.8,25,Pfam full
PF01220.22,Dehydroquinase class II,Domain,7640,429,1050568,137.5,48,Pfam full
PF01761.23,3-dehydroquinate synthase,Domain,10046,1152,2595483,258.4,39,Pfam full
PF06920.16,"DHR-2, Lobe A",Repeat,10237,576,1426724,139.4,32,Pfam full
PF20422.1,"DHR-2, Lobe B",Domain,9438,309,752664,79.7,38,Pfam full
PF20421.1,"DHR-2, Lobe C",Domain,9704,381,994912,102.5,33,Pfam full
PF14571.9,"Stress-induced protein Di19, C-terminal",Family,1350,322,132200,97.9,33,Pfam full
PF05651.16,Putative sugar diacid recognition,Family,1109,239,144434,130.2,31,Pfam full
PF05358.14,DicB protein,Family,6,69,372,62.0,65,Pfam full
PF03368.17,Dicer dimerisation domain,Domain,3651,371,330036,90.4,30,Pfam full
PF17895.4,Giardia Dicer N-terminal domain,Domain,2,144,288,144.0,83,Pfam full
PF11492.11,"Cricket paralysis virus, VP4",Family,136,87,7565,55.6,35,Pfam full
PF04706.15,Dickkopf N-terminal cysteine-rich region,Family,1285,116,65283,50.8,40,Pfam full
PF10069.12,Sensory domain in DIguanylate Cyclases and Two-component system,Domain,718,338,87082,121.3,24,Pfam full
PF09267.13,"Dictyostelium STAT, coiled coil",Coiled-coil,24,154,2553,106.4,30,Pfam full
PF05720.15,Cell-cell adhesion domain,Family,15,104,1180,78.7,33,Pfam full
PF05462.14,Slime mold cyclic AMP receptor,Family,1146,1699,252898,220.7,21,Pfam full
PF00526.21,Dictyostelium (slime mold) repeat,Repeat,664,51,15666,23.6,51,Pfam full
PF05086.15,Dictyostelium (Slime Mold) REP protein,Family,4,1054,1347,336.8,21,Pfam full
PF04562.15,"Dictyostelium spore coat protein, N terminus",Family,67,239,7777,116.1,29,Pfam full
PF04922.15,DIE2/ALG10 family,Family,1798,1573,649448,361.2,31,Pfam full
PF13164.9,Diedel,Family,88,181,6063,68.9,34,Pfam full
PF01843.22,DIL domain,Repeat,8807,516,916652,104.1,33,Pfam full
PF08194.15,DIM protein,Family,143,59,5007,35.0,46,Pfam full
PF02966.19,Mitosis protein DIM1,Domain,2592,493,312020,120.4,59,Pfam full
PF16844.8,"Dinitrogenase iron-molybdenum cofactor, N-terminal",Domain,151,132,13140,87.0,36,Pfam full
PF08100.14,Dimerisation domain,Domain,5058,155,253689,50.2,36,Pfam full
PF16864.8,Dimerisation domain,Domain,3145,248,260770,82.9,26,Pfam full
PF05699.17,hAT family C-terminal dimerisation region,Domain,22680,391,1767194,77.9,20,Pfam full
PF02281.19,Transposase Tn5 dimerisation domain,Domain,358,228,31513,88.0,35,Pfam full
PF09505.13,Dimethylamine methyltransferase (Dimeth_PyL),Family,80,480,22436,280.4,37,Pfam full
PF05163.15,DinB family,Family,4434,916,706858,159.4,16,Pfam full
PF12867.10,DinB superfamily,Domain,12601,1181,1767994,140.3,13,Pfam full
PF06183.16,DinI-like family,Family,321,88,19889,62.0,36,Pfam full
PF00775.24,Dioxygenase,Domain,9838,1090,1578678,160.5,24,Pfam full
PF04444.17,Catechol dioxygenase N terminus,Family,3472,164,254544,73.3,37,Pfam full
PF14226.9,non-haem dioxygenase in morphine synthesis N-terminal,Family,34382,796,3912483,113.8,21,Pfam full
PF17679.4,gp37/Dip protein,Family,2,273,546,273.0,94,Pfam full
PF01866.20,Putative diphthamide synthesis protein,Family,4288,1631,1180045,275.2,30,Pfam full
PF01902.20,Diphthamide synthase,Family,3421,1516,692879,202.5,29,Pfam full
PF02763.17,"Diphtheria toxin, C domain",Domain,6,262,1012,168.7,40,Pfam full
PF01324.22,"Diphtheria toxin, R domain",Domain,4,169,615,153.8,62,Pfam full
PF02764.17,"Diphtheria toxin, T domain",Domain,34,356,4809,141.4,21,Pfam full
PF11763.11,Cell-wall adhesin ligand-binding C-terminal,Family,6,147,755,125.8,34,Pfam full
PF03018.17,Dirigent-like protein,Family,6319,556,865132,136.9,29,Pfam full
PF06584.16,DIRP,Family,1549,275,159055,102.7,52,Pfam full
PF17877.4,DIS3-like exonuclease 2 C terminal,Domain,1411,207,122276,86.7,36,Pfam full
PF19226.3,DisA glycoprotein,Family,7,554,2334,333.4,18,Pfam full
PF10635.12,DisA bacterial checkpoint controller linker region,Domain,1652,221,234824,142.1,48,Pfam full
PF08480.13,Disaggregatase related,Repeat,37,421,6430,173.8,32,Pfam full
PF06848.14,Disaggregatase related repeat,Repeat,93,317,15135,162.7,38,Pfam full
PF16506.8,Putative virion glycoprotein of insect viruses,Family,25,742,7083,283.3,13,Pfam full
PF02377.18,Dishevelled specific domain,Family,1829,622,251788,137.7,50,Pfam full
PF00200.26,Disintegrin,Domain,11098,390,830245,74.8,45,Pfam full
PF06491.14,Disulphide isomerase,Family,1448,161,195696,135.1,54,Pfam full
PF06750.16,Bacterial Peptidase A24 N-terminal domain,Domain,3759,310,347895,92.5,41,Pfam full
PF05141.15,Pyoverdine/dityrosine biosynthesis protein,Family,1185,783,300240,253.4,33,Pfam full
PF20307.1,Divergent DnaB-like ATPase,Domain,56,730,19018,339.6,30,Pfam full
PF20286.1,Divergent Family B DNA polymerase,Family,55,901,36121,656.7,32,Pfam full
PF04977.18,Septum formation initiator,Coiled-coil,7815,294,619016,79.2,19,Pfam full
PF05103.16,DivIVA protein,Family,4659,844,453787,97.4,30,Pfam full
PF00778.20,DIX domain,Family,3782,296,279584,73.9,46,Pfam full
PF01965.27,DJ-1/PfpI family,Domain,35463,1374,6028005,170.0,20,Pfam full
PF09350.13,"DnaJ homologue, subfamily C, member 28, conserved domain",Domain,2966,175,202714,68.3,30,Pfam full
PF08068.15,DKCLD (NUC011) domain,Domain,2140,150,119143,55.7,65,Pfam full
PF13644.9,DKNYY family,Family,877,973,105491,120.3,18,Pfam full
PF15760.8,Leukemia-associated protein 7,Family,170,444,27703,163.0,48,Pfam full
PF01738.21,Dienelactone hydrolase family,Domain,20651,1886,4146434,200.8,18,Pfam full
PF05783.14,Dynein light intermediate chain (DLIC),Family,3624,3409,955051,263.5,27,Pfam full
PF12413.11,Homeobox protein distal-less-like N terminal,Family,797,193,66128,83.0,45,Pfam full
PF18709.4,Dynamin-like helical domain,Domain,91,837,23107,253.9,16,Pfam full
PF04914.15,DltD protein,Family,416,697,135016,324.6,27,Pfam full
PF00751.21,DM DNA binding domain,Family,2956,98,137556,46.5,59,Pfam full
